doc_id,true_member_id,true_auth_id,form_type,extracted_first_name,extracted_last_name,extracted_dob,extracted_ssn4,extracted_member_id_on_form,extracted_auth_number,provider_name,provider_npi,source_channel,sender_fax_number,quality_score,is_readable,error_type
a8d2314a-d25d-4ec5-ae3e-97e40198fb7b,ce4dccef-7568-4b79-a762-f13d0d45a10b,9b189d56-5b44-4a84-a02f-a1f738f11957,prior_auth_form,Stephanie,Ramos,1983-08-11,3434,,AUTH-2026-000143,"Dr. Thomas Wilson, MD",2991363975,mail,,0.77,True,none
e713a027-1f66-42c3-9f71-e4984dcf189b,11edbacd-4578-4936-ac23-a7213aa6dfef,5257315c-9d31-4d2b-8d9f-6c29c44abfdc,prior_auth_form,Green,Debra,1957-04-25,0124,,AUTH-2026-002999,"Dr. Elizabeth Tanaka, MD",6654396790,mail,,0.71,True,swapped_names
7b2d5e92-3e41-4e43-9925-14fb64e2ca0c,2d020f3b-aefe-4a9b-9124-1e9c0c4a86e8,,discharge_summary,Dennis,Reed,1960-09-10,4414,2d020f3b-aefe-4a9b-9124-1e9c0c4a86e8,,"Dr. Elizabeth Rodriguez, MD",6918085781,electronic,,0.92,True,none
0442d9be-e676-4649-9bbb-fce2ae3f98fb,88f9c04f-9734-4cd0-ae28-5e598f3613fd,54ee393c-dfa6-4cd8-bba4-09613bcb367e,lab_result,Maria,Van Der Berrg,1986-04-30,2474,,,"Dr. Sarah Brown, MD",8948332957,fax,3887254876,0.73,True,name_variant
33b0d7da-e460-4465-852a-7daab2617b07,98596be4-8c70-44bd-9289-09443a376677,4bc187b0-2b55-47c5-a418-34c376a85bcd,prior_auth_form,Amy,Gomez,1993-11-25,1155,98596be4-8c70-44bd-9289-09443a376677,,"Dr. Mei Jones, DO",4229733459,fax,8146204597,0.91,True,none
6bc29bce-0016-4872-b778-8411265aeeec,ec8b574b-2009-4602-890a-fa5fbbe5964a,,prior_auth_form,Sandra,White,1990-10-19,2930,ec8b574b-2009-4602-890a-fa5fbbe5964a,,"Dr. Thomas Patel, DO",4892771003,electronic,,0.85,True,none
de6aa58c-362a-4d74-aba9-9046bb6efe13,590552d0-8ff9-4a5a-94a2-fd500190e7c7,3de54872-1ae8-4fac-8b7f-7249800ed7e5,prior_auth_form,Carlos,Morris,1968-12-05,0203,590552d0-8ff9-4a5a-94a2-fd500190e7c7,AUTH-2026-000276,"Dr. Mei Jones, MD",5084093531,electronic,,0.84,True,none
e8e1a58b-316a-4ba0-a784-217db292cefb,bec784d0-6fe8-4b69-aaa8-5bd5339708a3,ba14047f-0d05-452f-977b-b657462a0a67,discharge_summary,Justin,MacDonald,1958-04-17,,bec784d0-6fe8-4b69-aaa8-5bd5339708a3,AUTH-2026-002949,"Dr. Ahmed Gupta, MD",5345102095,fax,3237165625,0.82,True,missing_ssn4
f7d82a64-89c7-4924-b4fc-f55a76e1feb3,f2d8faef-7118-4f0b-bb64-276022ce11e0,b354909b-eb15-4b6c-b13e-fb9ab7dd9824,clinical_note,Scott,Moore,1971-04-01,4356,f2d8faef-7118-4f0b-bb64-276022ce11e0,,"Dr. Fatima Williams, MD",2108994930,electronic,,0.81,True,none
66f7ffbe-0bd1-4e80-89c9-f1c69c25d066,efe66cea-c28a-482b-a91f-b5d66458ad47,,imaging_report,Fatima,Anderson,1987-10-08,7147,,,"Dr. Richard Brown, MD",2867430033,fax,3974076238,0.89,True,none
2306437a-0ce5-4605-a42d-86a723d3ea18,3c3bf3f8-9c1f-4051-bd43-b0cca00518b2,1d8907ae-9301-488e-b208-047bd75ff5fd,prior_auth_form,Charles,Collins,1996-11-14,0095,3c3bf3f8-9c1f-4051-bd43-b0cca00518b2,,"Dr. Ahmed Kowalski, MD",1536963767,fax,5739746398,0.83,True,none
85c5ec0b-2d1e-4f24-b773-13cd6b57c3df,3f7192ac-61e3-42ed-9dee-8d602469d32c,6826a072-2f39-47f5-bfcd-590627607700,clinical_note,Andrew,Morrs,1958-06-04,8998,3f7192ac-61e3-42ed-9dee-8d602469d32c,,"Dr. Hiroshi Lee, MD",1110239423,fax,3499069264,0.75,True,name_variant
fea05cce-7a99-4724-a306-0eef9128b3b6,4a0f2701-ad48-41fa-8811-d21c77abc9b4,7a5169cb-22ac-4c83-b54e-3972ef7fc907,prior_auth_form,Cynthia,Williams,1971-07-08,6215,4a0f2701-ad48-41fa-8811-d21c77abc9b4,AUTH-2026-001944,"Dr. Richard Johnson, MD",6880755801,upload,,0.91,True,none
adbf1e95-bf3a-407f-adba-96feeef3394d,0b851852-91a6-41b3-a3e9-59799269950e,68acae86-0c0d-4e2a-a676-982250f375a8,clinical_note,Betty-Lou,Morgen,1977-08-11,4640,0b851852-91a6-41b3-a3e9-59799269950e,AUTH-2026-002816,"Dr. Sergei Thompson, MD",3355273359,electronic,,0.69,True,name_variant
d0074ecf-876c-4623-8638-46201d5ffb58,69fb2027-95ab-4259-9ec9-7c31b1f6cdaf,c0ae3e32-5938-4914-9c44-661f8541ab3c,prior_auth_form,Stephen,Davis,2001-12-01,1640,69fb2027-95ab-4259-9ec9-7c31b1f6cdaf,AUTH-2026-001394,"Dr. Joseph Singh, MD",2494115065,electronic,,0.78,True,none
c0519e10-8eb4-410e-9dfd-172ba0a7d0ac,88f9c04f-9734-4cd0-ae28-5e598f3613fd,8b149ec5-ff06-4c61-b7c6-badc82ae4e3a,prior_auth_form,Van Der Berg,Maria,1986-04-30,2474,,AUTH-2026-002523,"Dr. Karen Williams, MD",4839430677,fax,3584326098,0.81,True,swapped_names
06e5489c-007b-40bb-a8cb-e0a227e3ac46,56a173ab-5a91-433c-b63f-5b75d5cea4cf,a0a4a109-b87d-4d39-af8e-2bcc144f6599,clinical_note,Helen,King,1946-10-30,,56a173ab-5a91-433c-b63f-5b75d5cea4cf,AUTH-2026-000706,"Dr. Lisa Singh, DO",7216057509,fax,7394119136,0.8,True,none
611f05e3-9790-41b7-b716-c4a0117ffaac,2d1f3eea-52ef-496c-bd4c-72bc73c2e8ed,1476ec78-d07e-47d0-b898-ab137e1e1bd3,prior_auth_form,Janet,King,1967-12-03,3444,2d1f3eea-52ef-496c-bd4c-72bc73c2e8ed,,"Dr. Raj White, MD",8722190474,upload,,0.17,False,transposed_dob
a403efa6-426c-4d66-81ff-ee02ce0aff21,30886eb2-c98e-46fb-b926-49ab0719976c,a4826310-e412-4fb3-be32-5117723ed28c,clinical_note,Wei,MacDonald,1995-05-23,,,AUTH-2026-002203,"Dr. Nancy Jones, DO",1122519335,electronic,,0.88,True,missing_ssn4
3c026068-b62f-4f3f-a128-e47c2f80b433,5541f043-50ab-4b3a-a3a6-d93479c0bae3,8fc186f0-c06e-450d-bc31-c7e9f53ab1e2,discharge_summary,Mary-Kate,Chavez,1983-02-07,7550,5541f043-50ab-4b3a-a3a6-d93479c0bae3,,"Dr. Robert Williams, MD",2238771968,fax,8798796939,0.98,True,none
315b3a40-38d6-4855-860c-ac2a1fc891fa,9c1ddd13-04f4-4cab-a8d1-ae5078df247d,1523226c-300b-4bde-bde4-4dd3186557f7,lab_result,Emma,Campbell,1983-03-12,,,AUTH-2026-002213,"Dr. Hiroshi Taylor, DO",8549879627,fax,7235197259,0.18,False,low_quality
7e6df14b-ba5e-4a9a-8f64-6da0c94f7f7f,d60d4d12-9cb3-4803-ad5f-ce0868e867d3,8f791f60-9797-4adc-bb85-13fa6d5b5eb8,clinical_note,Susan,Reed,2001-08-24,6292,d60d4d12-9cb3-4803-ad5f-ce0868e867d3,,"Dr. Jennifer Williams, MD",1257181149,fax,4085844321,0.98,True,none
3910947f-18ca-464f-b478-653bada6dea9,61512da2-399a-4858-94f0-bcb78f1641c6,44ae48d0-c4c4-4391-9440-aa4cf9f5e4e3,clinical_note,Dennis,Whiite,1962-10-01,6383,61512da2-399a-4858-94f0-bcb78f1641c6,AUTH-2026-000534,"Dr. Priya Brown, DO",9552931641,electronic,,1.0,True,name_variant
c76008a8-b8ba-4659-b16f-e60e1f8ebf07,72242293-3d42-40af-824e-3345951b8eb8,15b5e7ed-7d43-4e2f-ad1c-92738ed49823,clinical_note,Jeffrey,MacArthur,1937-07-04,,72242293-3d42-40af-824e-3345951b8eb8,AUTH-2026-001379,"Dr. Maria Kim, DO",1704198581,electronic,,0.74,True,missing_ssn4
a00f7543-298b-4eda-b9bc-b81eadb1acef,b9da1699-c994-4b0f-9459-9c94efcdc136,d62daad9-fcb2-4f55-b960-0ccf150f1543,prior_auth_form,Emma,McDonald,1957-09-04,5336,,,"Dr. Maria Nakamura, MD",8349411177,electronic,,0.96,True,none
cdab4c47-b062-4679-b00c-3a8907206dc6,81910c26-8ffd-4862-9610-47dfe029e658,,prior_auth_form,Paul,McDonald,1964-12-05,3679,,,"Dr. Ahmed Johnson, MD",4650810955,electronic,,0.8,True,none
41270370-4d86-4e1f-8eaa-9713f96e559c,60dd787a-2564-47d5-829e-f7ce8ff2d908,d7dfe1df-e79d-441d-81d0-383f63b80c18,clinical_note,Sharon,O'Connor,1976-06-13,5518,60dd787a-2564-47d5-829e-f7ce8ff2d908,AUTH-2026-001924,"Dr. Robert Lewis, DO",7146399227,fax,6043123083,0.88,True,none
f158ecd6-4e8a-43cc-9fb3-fc3ea310cee5,2d5b81eb-24ba-4222-93a3-fb68a75bb96f,10748579-9666-450f-b581-b2f01ca66aff,prior_auth_form,Luis,Obrien,1993-05-30,6566,,AUTH-2026-001390,"Dr. Hiroshi Singh, MD",5493399832,fax,2896668053,0.79,True,name_variant
d1e89cc9-b973-4403-a419-fe9b2591765d,dba07dbd-918a-438e-a0f1-8ce46a6a727b,9a3cd1e8-5809-45e8-8161-b4c33f7a24fc,prior_auth_form,Emma,Anderson,1972-02-06,4919,,AUTH-2026-000754,"Dr. Joseph Harris, DO",5554499072,electronic,,0.7,True,none
d67cd031-682d-4252-a24d-316738c32e4e,1939bcdc-4b94-46a0-8496-a8d8d96ad22c,8499036d-7f76-426f-a7ac-430f21750ad5,prior_auth_form,Jose,Miller,1972-11-23,5091,1939bcdc-4b94-46a0-8496-a8d8d96ad22c,,"Dr. Karen Nakamura, MD",3609501814,fax,7022124622,0.75,True,none
473545a3-ea77-4b9a-a236-5df650df1662,af506b19-e641-4c2f-baba-5a1f79b8934d,d8d1abd5-edbf-4677-8a5c-bd6bab4c0894,clinical_note,Betty,Ross,1971-01-17,9043,af506b19-e641-4c2f-baba-5a1f79b8934d,AUTH-2026-001437,"Dr. Susan Wilson, MD",4750051721,electronic,,0.85,True,none
881482d7-2de7-481a-921e-dba55aa90b17,2da34015-561b-4a4c-9f35-47353ac79ca3,,clinical_note,Joshua,White,1999-05-27,1938,2da34015-561b-4a4c-9f35-47353ac79ca3,,"Dr. David Ivanov, DO",2902865667,fax,5942587509,1.0,True,none
1f66cd3c-3fed-4e2e-92db-8d68f7777d36,78359f29-c56a-4d68-95ea-cfdfeab0d46a,ecec265f-8ea2-45f0-a772-00a2af9a22e1,lab_result,Joshua,Lews,1994-08-20,2083,78359f29-c56a-4d68-95ea-cfdfeab0d46a,,"Dr. Nancy Moore, MD",2512355135,electronic,,0.87,True,name_variant
b180b854-b0b8-4210-a162-70a23e8c0cb8,472da568-aa72-4a11-8ab3-7bccdbdad730,bd4c3f29-1ac3-4971-8e64-008ed4d6fafa,prior_auth_form,Elizabeth,Campbell,2003-05-12,7021,,,"Dr. Linda Tanaka, DO",7168431920,electronic,,0.12,False,low_quality
66ffb3b5-d3f3-4592-b03f-cdfdc464c0f0,9562e3d8-6ac9-474e-82eb-16ed3c0bf9af,,clinical_note,Raymond,Clrk,1986-09-15,2707,9562e3d8-6ac9-474e-82eb-16ed3c0bf9af,,"Dr. Patricia Davis, MD",9405579100,fax,8518572600,0.85,True,name_variant
5845ff86-dd1c-48da-92b7-10a6d5437cac,3fd51aa7-de81-4e99-a39c-78e86f58d76c,,discharge_summary,Lucia,Miller,1975-03-01,9726,3fd51aa7-de81-4e99-a39c-78e86f58d76c,,"Dr. James Gupta, DO",1138631055,fax,7272209437,0.26,False,low_quality
6981dece-85e5-4a7a-a9b6-8e4af6a35e2b,c3f22a40-4e75-4534-8441-c47588fa1616,90182cb8-7d2b-4f4b-8cb7-f5352014294e,imaging_report,Jasmine,Haarris,1986-05-15,5573,c3f22a40-4e75-4534-8441-c47588fa1616,,"Dr. Elizabeth Chen, DO",8339955517,electronic,,0.77,True,name_variant
37b65c08-40d8-4020-9f0f-63eca7b02f2c,440baa7f-47a5-460e-93fb-3b8b25c35130,e0a41eb5-2fc4-4689-b323-deb93e9f65a7,prior_auth_form,Janet,Morgan,1975-03-20,,440baa7f-47a5-460e-93fb-3b8b25c35130,AUTH-2026-000999,"Dr. Mei Gupta, MD",8136839267,fax,3456694767,0.95,True,missing_ssn4
14c89da5-10f2-44b0-96f8-3d98a8705736,25871b82-7826-4c27-b708-dd768f87c1eb,ae04bb38-e13a-4077-af6c-19344eb21c68,clinical_note,Kenneth,Torres,1970-03-07,4835,,,"Dr. Elizabeth Park, MD",4713214201,electronic,,0.8,True,none
3d87b28b-07f9-4bd8-b2a2-f59df6663ecd,99c9fe74-bbea-4534-b1e0-19819400ba26,09c6285f-cfb7-4f27-9b47-b109543678d9,prior_auth_form,Ashley,Jones,1967-09-09,,,AUTH-2026-000829,"Dr. Joseph Lee, MD",6421432924,electronic,,0.8,True,missing_ssn4
4e800ab9-dc58-4f96-9d32-123b03e3a50d,1e5ba9a2-0333-4001-9978-f4d21aa26d16,a0968e37-85fc-44f1-883d-e89cbc49feb8,imaging_report,Aaliyah,Clark,1976-05-10,,,AUTH-2026-002868,"Dr. Susan Patel, MD",5939771307,electronic,,0.81,True,missing_ssn4
ca6578ed-713b-4a0e-a7f9-bbf04b1a145f,5a21cd94-5145-4a6b-ae38-2e50d41fe13a,,prior_auth_form,Kimberly,Myers,1975-07-01,2360,5a21cd94-5145-4a6b-ae38-2e50d41fe13a,,"Dr. Hiroshi Kowalski, MD",9820513071,fax,2856214201,0.97,True,none
198f8643-bf20-4170-ba78-e3efeb790dab,590552d0-8ff9-4a5a-94a2-fd500190e7c7,31d1ea2b-d011-4159-89bf-157f15a14f4a,prior_auth_form,Carlos,Morris,1968-12-05,0203,590552d0-8ff9-4a5a-94a2-fd500190e7c7,,"Dr. Wei Martinez, DO",9049757002,electronic,,0.9,True,none
8db85caf-7acb-4eaa-bc4f-537ff4e21dd5,88f9c04f-9734-4cd0-ae28-5e598f3613fd,fbda97eb-bcd3-4212-9624-81fae783f427,lab_result,Maria,Van Der Berg,1986-04-30,2474,,AUTH-2026-002578,"Dr. Thomas Wilson, DO",1567624969,mail,,1.0,True,none
4aeef39e-e6b3-497c-bac5-16e364000551,b9da1699-c994-4b0f-9459-9c94efcdc136,4a7ef91c-f0e9-4574-ae20-26aeb9b8ed8f,clinical_note,Emma,McDonald,1957-09-04,5336,b9da1699-c994-4b0f-9459-9c94efcdc136,,"Dr. Wei Kim, MD",4191328995,upload,,0.84,True,none
b8df94ef-de28-4edc-a63b-44caae2301ca,76c9417a-94b0-49cf-959b-a1176e10c3ef,d69df74b-96d4-455c-930f-c0bab7d4d929,clinical_note,Kwame,Hughs,1962-12-25,,76c9417a-94b0-49cf-959b-a1176e10c3ef,,"Dr. Robert Tanaka, DO",6094486636,electronic,,0.89,True,name_variant
6c5d89c7-4895-4b55-bf63-23c2bbda1a6c,3f7192ac-61e3-42ed-9dee-8d602469d32c,de1b1b7c-41c8-4d69-9cc2-aaa2948608f0,prior_auth_form,Andrew,Morris,1958-06-04,8998,,AUTH-2026-001515,"Dr. Fatima Williams, DO",9165815775,mail,,0.94,True,none
1b6faa36-883d-4ea1-a739-373337ade7c9,4b98992d-ed6f-4d64-9d0f-933b5d6dba00,9adc4381-c525-49f5-8679-d2c643d94b5b,clinical_note,Jonathan,Phillips,1998-07-14,0664,4b98992d-ed6f-4d64-9d0f-933b5d6dba00,AUTH-2026-000898,"Dr. Carlos Kim, MD",3193781858,fax,8266613180,0.84,True,none
344d8ada-b679-4813-a414-aa2146cda235,44b31fac-88f6-43e4-ace7-a2045c0e6ba0,,prior_auth_form,Stephanie,Adams,1981-03-02,3391,44b31fac-88f6-43e4-ace7-a2045c0e6ba0,,"Dr. Carlos Williams, DO",4855427229,electronic,,0.87,True,none
3c2bfad9-c446-4d6f-87be-c0fb05545aa3,5f078d41-9041-4112-a3a8-73ae31c51c54,20e877c8-2900-4d1a-a9e4-9286b051d657,clinical_note,Mary-Kate,Adams,1950-01-19,9347,,,"Dr. Wei Kowalski, MD",9076033801,electronic,,0.29,False,low_quality
7999ae39-955a-45e0-975a-7780db4edf55,0a0b0b9c-65f3-4096-9e10-b86f8e36c7dc,0cdfc1b4-2fb8-4c67-9b6a-f3f441996c35,lab_result,Janet,Martin,1980-08-13,0500,0a0b0b9c-65f3-4096-9e10-b86f8e36c7dc,AUTH-2026-002365,"Dr. Nancy Ivanov, DO",6049646750,electronic,,0.87,True,none
30437739-da41-4faa-b5ff-020aa7986fbf,64e3defe-7b7e-48eb-8e42-df582862abba,e34a7b7a-eed4-426d-9e2e-02bc7f843ec9,lab_result,Carol,Patel,1971-06-25,7570,,AUTH-2026-000926,"Dr. Ana Clark, MD",4226253247,electronic,,1.0,True,none
ea6a7cdf-f99d-414b-91f4-b4bc4c330180,cfe6b672-89b5-4c38-8021-f764a53a0f5e,788729aa-5811-4c05-a3f7-3e13e64468d1,lab_result,Marcus,Brooks,1976-02-29,2080,cfe6b672-89b5-4c38-8021-f764a53a0f5e,AUTH-2026-001486,"Dr. Jennifer Harris, DO",6638815218,electronic,,0.68,True,noise
